target,PROPERTY: Type of test,PROPERTY: Processing method,PROPERTY: HV,PROPERTY: Calculated Young modulus (GPa),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),FORMULA,PROPERTY: Microstructure,PROPERTY: Test temperature ($^\circ$C),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Elongation plastic (%)
0.5741150472334162,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 231.0GPa.,Yield Strength (YS) of alloy is 950.0MPa.,Unknown,The alloy has 36.0% elongation.,Alloy's formula is Co1 Cr0.588 Fe0.176 Mo0.176 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.6809271490442843,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 143.0GPa.,Yield Strength (YS) of alloy is 855.0MPa.,Unknown,Unknown,Alloy's formula is Hf1 Mo1 Ta1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 1000.0 Celsius.,Unknown,Unknown
0.3671665999748592,The alloy was tested in C test.,"Processing method of the alloy is ANNEAL.Heat treatment process for alloys. Involves heating to a specific temperature, holding, and controlled cooling. Used to relieve stresses, improve machinability, enhance mechanical properties, and alter microstructure.",Unknown,Calculated Young modulus of the alloy is 104.0GPa.,Yield Strength (YS) of alloy is 780.0MPa.,Ultimate tensile strength (UTS) of alloy is 1005.0MPa.,Unknown,Alloy's formula is Al1 Nb1 Ti1 V1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 600.0 Celsius.,Unknown,Unknown
0.7276574435865392,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 141.0GPa.,Yield Strength (YS) of alloy is 278.0MPa.,Unknown,Unknown,Alloy's formula is Hf1 Mo1 Nb1 Ta1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 1400.0 Celsius.,Unknown,Unknown
0.5819340714678424,Unknown,Unknown,Hardness of the alloy is 263.0 in Vickers scale.,Calculated Young modulus of the alloy is 236.4032086GPa.,Unknown,Unknown,Unknown,Alloy's formula is Cr1 Cu1 Fe1 Mo1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.8277937890342281,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 229.0GPa.,Yield Strength (YS) of alloy is 477.0MPa.,Unknown,Unknown,Alloy's formula is Mo1 Nb1 Ta1 V1 W1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 1600.0 Celsius.,Unknown,Unknown
0.5797951988498302,Unknown,Unknown,Unknown,Calculated Young modulus of the alloy is 127.9212828GPa.,Yield Strength (YS) of alloy is 825.0MPa.,Unknown,The alloy has 50.0% elongation.,Alloy's formula is Hf1 Mo1 Nb1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 800.0 Celsius.,Unknown,Unknown
0.8611725708501243,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 206.0GPa.,Yield Strength (YS) of alloy is 1530.0MPa.,Ultimate tensile strength (UTS) of alloy is 1700.0MPa.,The alloy has 12.0% elongation.,Alloy's formula is Nb1 Ta1 V1 W1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.8262027586904941,Unknown,Unknown,Unknown,Calculated Young modulus of the alloy is 229.2405322GPa.,Yield Strength (YS) of alloy is 862.0MPa.,Unknown,The alloy has 13.0% elongation.,Alloy's formula is Mo1 Nb1 Ta1 V1 W1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 600.0 Celsius.,Unknown,Unknown
0.4472756763330103,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Hardness of the alloy is 520.0 in Vickers scale.,Unknown,Yield Strength (YS) of alloy is 1373.0MPa.,Ultimate tensile strength (UTS) of alloy is 3531.0MPa.,The alloy has 20.0% elongation.,Alloy's formula is Al1 Co1 Cr1 Fe1 Ni1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.562610198053783,The alloy was tested in C test.,"Processing method of the alloy is ANNEAL.Heat treatment process for alloys. Involves heating to a specific temperature, holding, and controlled cooling. Used to relieve stresses, improve machinability, enhance mechanical properties, and alter microstructure.",Hardness of the alloy is 238.0 in Vickers scale.,Calculated Young modulus of the alloy is 224.777957GPa.,Unknown,Unknown,Unknown,Alloy's formula is Cr1 Fe1 Mo0.2 Ni3.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Unknown,Unknown,Unknown
0.5117681119710569,Unknown,Unknown,Hardness of the alloy is 180.0 in Vickers scale.,Calculated Young modulus of the alloy is 194.2601286GPa.,Unknown,Unknown,Unknown,Alloy's formula is Al0.3 Co1 Cr1 Cu1 Fe1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.606921720267139,The alloy was tested in C test.,Unknown,Hardness of the alloy is 427.0 in Vickers scale.,Calculated Young modulus of the alloy is 102.7968193GPa.,Yield Strength (YS) of alloy is 1415.0MPa.,Unknown,The alloy has 30.0% elongation.,Alloy's formula is Al0.75 Hf1 Nb1 Ta1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Experimental Young modulus of the alloy is 105.0GPa.,Unknown
0.431141526707148,Unknown,Unknown,Unknown,Calculated Young modulus of the alloy is 100.1988131GPa.,Yield Strength (YS) of alloy is 1105.0MPa.,Unknown,The alloy has 50.0% elongation.,Alloy's formula is Nb1 Ti1 V1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.411340287179009,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 142.0401973GPa.,Yield Strength (YS) of alloy is 990.0MPa.,Unknown,The alloy has 50.0% elongation.,Alloy's formula is Cr1 Nb1 Ti1.89 V0.56.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Plastic elongation of the alloy is 50.0%.
0.5474120217806991,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 226.0GPa.,Yield Strength (YS) of alloy is 274.0MPa.,Ultimate tensile strength (UTS) of alloy is 708.0MPa.,The alloy has 51.0% elongation.,Alloy's formula is Co1 Cr1 Fe1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4205726508802933,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 156.0GPa.,Yield Strength (YS) of alloy is 567.0MPa.,Unknown,Unknown,Alloy's formula is Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 700.0 Celsius.,Unknown,Unknown
0.4873302145120858,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Hardness of the alloy is 441.0 in Vickers scale.,Calculated Young modulus of the alloy is 167.0GPa.,Yield Strength (YS) of alloy is 1200.0MPa.,Ultimate tensile strength (UTS) of alloy is 2050.0MPa.,The alloy has 26.0% elongation.,Alloy's formula is Mo1 Nb1 Ti1 V1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.5340605090543407,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 220.0GPa.,Yield Strength (YS) of alloy is 1150.0MPa.,Unknown,The alloy has 6.0% elongation.,Alloy's formula is Co1 Cr1 Fe1 Mn1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.0934605890845096,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Unknown,Yield Strength (YS) of alloy is 360.0MPa.,Unknown,The alloy has 9.0% elongation.,Alloy's formula is Al0.312 Ca0.021 Li0.792 Mg1 Si0.021.,Unknown,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4179443306313656,The alloy was tested in C test.,Unknown,Hardness of the alloy is 472.0 in Vickers scale.,Calculated Young modulus of the alloy is 178.9440311GPa.,Yield Strength (YS) of alloy is 1406.0MPa.,Ultimate tensile strength (UTS) of alloy is 2927.0MPa.,The alloy has 29.0% elongation.,Alloy's formula is Al1 Cr1 Fe1 Ni1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.6604679993736778,Unknown,Unknown,Unknown,Calculated Young modulus of the alloy is 106.9115089GPa.,Yield Strength (YS) of alloy is 790.0MPa.,Unknown,The alloy has 50.0% elongation.,Alloy's formula is Hf1 Nb1 Ta1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 1400.0 Celsius.,Unknown,Unknown
0.5073574836016236,The alloy was tested in C test.,"Processing method of the alloy is ANNEAL.Heat treatment process for alloys. Involves heating to a specific temperature, holding, and controlled cooling. Used to relieve stresses, improve machinability, enhance mechanical properties, and alter microstructure.",Unknown,Calculated Young modulus of the alloy is 196.0GPa.,Yield Strength (YS) of alloy is 1115.0MPa.,Unknown,Unknown,Alloy's formula is Cr1 Mo1 Nb1 Ti1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 400.0 Celsius.,Unknown,Unknown
0.5073574836016236,The alloy was tested in C test.,"Processing method of the alloy is ANNEAL.Heat treatment process for alloys. Involves heating to a specific temperature, holding, and controlled cooling. Used to relieve stresses, improve machinability, enhance mechanical properties, and alter microstructure.",Unknown,Calculated Young modulus of the alloy is 169.0GPa.,Yield Strength (YS) of alloy is 1765.0MPa.,Unknown,Unknown,Alloy's formula is Mo1 Nb0.5 Ti0.5 V0.5 Zr0.5.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Plastic elongation of the alloy is 12.0%.
0.5340605090543407,The alloy was tested in C test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Hardness of the alloy is 394.1 in Vickers scale.,Calculated Young modulus of the alloy is 220.0GPa.,Yield Strength (YS) of alloy is 1150.0MPa.,Unknown,The alloy has 1.1% elongation.,Alloy's formula is Co1 Cr1 Fe1 Mn1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.6634976526768894,The alloy was tested in C test.,Unknown,Hardness of the alloy is 505.0 in Vickers scale.,Calculated Young modulus of the alloy is 137.0328224GPa.,Yield Strength (YS) of alloy is 1512.0MPa.,Unknown,The alloy has 12.0% elongation.,Alloy's formula is Hf1 Mo1 Nb1 Ta1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Experimental Young modulus of the alloy is 147.0GPa.,Unknown
0.4519337902783086,The alloy was tested in C test.,Unknown,Hardness of the alloy is 569.0 in Vickers scale.,Calculated Young modulus of the alloy is 182.0579107GPa.,Yield Strength (YS) of alloy is 1640.0MPa.,Unknown,The alloy has 17.2% elongation.,Alloy's formula is Al1 Co1 Cr1 Fe1 Nb0.1 Ni1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.3471393308853214,Unknown,Unknown,Hardness of the alloy is 848.0 in Vickers scale.,Unknown,Unknown,Unknown,Unknown,Alloy's formula is Al1 Co0.512 Cr0.581 Fe0.116 Ni0.116.,Unknown,Unknown,Unknown,Unknown
0.5073574836016236,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Unknown,Yield Strength (YS) of alloy is 150.0MPa.,Unknown,The alloy has 7.6% elongation.,Alloy's formula is Al0.5 Co1 Cr1 Cu1 Fe1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 1000.0 Celsius.,Unknown,Unknown
0.6942786617706429,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 122.0GPa.,Yield Strength (YS) of alloy is 795.0MPa.,Unknown,Unknown,Alloy's formula is Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 60.0 Celsius.,Unknown,Unknown
0.413896894517114,Unknown,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Hardness of the alloy is 500.0 in Vickers scale.,Unknown,Unknown,Unknown,Unknown,Alloy's formula is Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.097.,Unknown,Unknown,Unknown,Unknown
0.5690683558685472,The alloy was tested in C test.,Unknown,Hardness of the alloy is 125.0 in Vickers scale.,Calculated Young modulus of the alloy is 206.7823096GPa.,Yield Strength (YS) of alloy is 209.0MPa.,Unknown,Unknown,Alloy's formula is Co1 Fe1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.6608998799547466,Unknown,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 107.0GPa.,Unknown,Unknown,Unknown,Alloy's formula is Hf1 Nb1 Ta1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 460.0 Celsius.,Experimental Young modulus of the alloy is 83.1GPa.,Unknown
0.5474120217806991,Unknown,Unknown,Hardness of the alloy is 134.0 in Vickers scale.,Calculated Young modulus of the alloy is 208.0GPa.,Unknown,Unknown,Unknown,Alloy's formula is Co1 Cr1 Cu1 Fe1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4339241636066518,The alloy was tested in T test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Hardness of the alloy is 295.0 in Vickers scale.,Calculated Young modulus of the alloy is 94.0GPa.,Yield Strength (YS) of alloy is 956.0MPa.,Ultimate tensile strength (UTS) of alloy is 991.0MPa.,Unknown,Alloy's formula is Nb1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Experimental Young modulus of the alloy is 88.0GPa.,Unknown
0.6608998799547466,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 107.0GPa.,Yield Strength (YS) of alloy is 985.0MPa.,Ultimate tensile strength (UTS) of alloy is 1004.0MPa.,Unknown,Alloy's formula is Hf1 Nb1 Ta1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4116196041631226,Unknown,Unknown,Hardness of the alloy is 790.0 in Vickers scale.,Calculated Young modulus of the alloy is 128.8580452GPa.,Unknown,Unknown,Unknown,Alloy's formula is Al1 Co1 Fe1 Ni1 Ti1 V1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.5690683558685472,The alloy was tested in C test.,Unknown,Hardness of the alloy is 125.0 in Vickers scale.,Calculated Young modulus of the alloy is 206.7823096GPa.,Yield Strength (YS) of alloy is 204.0MPa.,Unknown,Unknown,Alloy's formula is Co1 Fe1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4739787017857273,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 140.0GPa.,Yield Strength (YS) of alloy is 1735.0MPa.,Ultimate tensile strength (UTS) of alloy is 3300.0MPa.,The alloy has 20.0% elongation.,Alloy's formula is Mo0.667 Nb0.667 Ti0.667 V1 Zr0.667.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4338373018692172,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 99.54231228GPa.,Yield Strength (YS) of alloy is 1160.0MPa.,Unknown,The alloy has 50.0% elongation.,Alloy's formula is Hf0.5 Ti2 V1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Plastic elongation of the alloy is 50.0%.
0.431141526707148,Unknown,Unknown,Unknown,Calculated Young modulus of the alloy is 100.1988131GPa.,Yield Strength (YS) of alloy is 834.0MPa.,Unknown,The alloy has 50.0% elongation.,Alloy's formula is Nb1 Ti1 V1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 600.0 Celsius.,Unknown,Unknown
0.5273847526911615,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 122.0GPa.,Yield Strength (YS) of alloy is 993.0MPa.,Unknown,Unknown,Alloy's formula is Al1 Nb1 Ta1 Ti1 V1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.5607635345070577,The alloy was tested in T test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 89.0GPa.,Yield Strength (YS) of alloy is 879.0MPa.,Ultimate tensile strength (UTS) of alloy is 969.0MPa.,Unknown,Alloy's formula is Hf1 Nb1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Plastic elongation of the alloy is 14.9%.
0.440599919969831,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 170.0GPa.,Yield Strength (YS) of alloy is 1080.0MPa.,Ultimate tensile strength (UTS) of alloy is 1100.0MPa.,The alloy has 2.0% elongation.,Alloy's formula is Al1 Cr1 Mo1 Nb1 Ti1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 400.0 Celsius.,Unknown,Unknown
0.5540877781438786,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Unknown,Yield Strength (YS) of alloy is 300.0MPa.,Ultimate tensile strength (UTS) of alloy is 860.0MPa.,The alloy has 60.0% elongation.,Alloy's formula is Co1 Cr1 Ni1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4563146304882435,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 126.8650501GPa.,Yield Strength (YS) of alloy is 1475.5MPa.,Unknown,The alloy has 29.75% elongation.,Alloy's formula is Mo0.135 Nb0.205 Ti0.24 V0.20 Zr0.22.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 25.0 Celsius.,Unknown,Plastic elongation of the alloy is 22.0%.
0.4673029454225481,The alloy was tested in T test.,Unknown,Unknown,Unknown,Yield Strength (YS) of alloy is 700.0MPa.,Ultimate tensile strength (UTS) of alloy is 1000.0MPa.,The alloy has 16.5% elongation.,Alloy's formula is Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1.,Unknown,Alloy as tested at -192.0 Celsius.,Unknown,Unknown
0.5273847526911615,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 218.0GPa.,Yield Strength (YS) of alloy is 860.0MPa.,Ultimate tensile strength (UTS) of alloy is 1580.0MPa.,The alloy has 46.0% elongation.,Alloy's formula is Co1 Cr1 Fe1 Ni1 Ti0.2.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at -196.0 Celsius.,Unknown,Unknown
0.5807908035965954,The alloy was tested in C test.,"Processing method of the alloy is CAST.Liquid material poured into a mold, solidifying to form the casting. Used for complex shapes, especially for metals or materials like epoxy, concrete, plaster, and clay.",Unknown,Calculated Young modulus of the alloy is 128.0GPa.,Yield Strength (YS) of alloy is 301.0MPa.,Unknown,The alloy has 50.0% elongation.,Alloy's formula is Hf1 Mo1 Nb1 Ti1 Zr1.,Microstructure of alloy is BCC.Atoms arranged in a cube with one at each corner and one at the center. Packing density than FCC ~68%.The alloy is BCC.,Alloy as tested at 1200.0 Celsius.,Unknown,Unknown
0.5273847526911615,The alloy was tested in T test.,"Processing method of the alloy is WROUGHT.Shaping materials through plastic deformation, including rolling, forging, extrusion, or drawing. Commonly applied to metallic alloys for specific shapes, sizes, and mechanical properties.",Unknown,Calculated Young modulus of the alloy is 208.0GPa.,Yield Strength (YS) of alloy is 350.0MPa.,Ultimate tensile strength (UTS) of alloy is 690.0MPa.,The alloy has 50.0% elongation.,Alloy's formula is Co0.286 Cr0.429 Fe1 Mn0.143 Ni0.714 V0.286.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
0.4940059708752651,Unknown,Unknown,Hardness of the alloy is 207.0 in Vickers scale.,Unknown,Unknown,Unknown,Unknown,Alloy's formula is Al0.5 Co1 Cr1 Cu1 Fe1.,Microstructure of alloy is FCC.Atoms arranged in a cube with one at each corner and one at the center of each face. Packing density ~74%.The alloy is FCC.,Alloy as tested at 25.0 Celsius.,Unknown,Unknown
