FORMULA,Process Method,Process Condition,Measurement Method,Measuremet T (Â°C),Measuremet P (MPa),Structure: Exp Density (g/cm^3),Structure: Calculated Density (g/cm^3),Structure: Grain Size (Î¼m),Structure: BCC/FCC/other,Structure: Microstructure,Structure: Grain Boundary Characteristics,Structure: Defect Density (1/m^3),Structure: Thickness (nm),Position: X,Position: Y,Mechanics: Hardness (HV),Mechanics: Yield strength (MPa),Mechanics: Ultra tensle strength (MPa),Mechanics: Fatigue Strength (MPa),Mechanics: Specific strength (Mpa/ (g/cm^3)),Mechanics: Exp Young modulus (GPa),Mechanics: Calculated Young modulus (GPa),Mechanics: Shear Modulus (GPa),Mechanics: Bulk Modulus (GPa),Mechanics: Fracture Elongation (%),Mechanics: Plastic Elongation (%),Mechanics: Friction Coefficient,Mechanics: Fracture Toughness (MPa/m^2),Mechanics: Poisson's Ratio,Mechanics: Speed of Sound (m/s),Thermo: Melting Point (Â°C),Thermo: Phase Transition Temperature (Â°C),Thermo: Specific Heat Capacity (J/(kgÂ·K)),Thermo: Binding Energy (kJ/mol),Thermo: Mixing Entropy (J/(molÂ·K)),Thermo: Mixing Enthalpy (kJ/mol),Thermo: Cohesive Energy (kJ/mol),Thermo: Thermal Expansion Coefficient (1/K),Thermo: Thermal Conductivity (W/(mÂ·K)),Magnetics: Magnetization (A/m),Magnetics: Saturation Magnetization (AÂ·m^2/kg),Magnetics: Coercivity (A/m),Magnetics: Magnetic Permeability (H/m),Magnetics: Curie Temperature (Â°C),Magnetics: Magnetic Hysteresis Loss (J/m^3),Thermoelectricity: Seebeck Coefficient (Î¼V/K),Thermoelectricity: Electrical Conductivity (S/m),Thermoelectricity: Thermal Conductivity (W/mÂ·K),Thermoelectricity: Figure of Merit,Electricity: Electrical Resistivity (Î©Â·m),Electricity: Dielectric Constant,Electricity: Dielectric Breakdown Strength (V/m),Electricity: Conductivity (S/m),Electricity: Capacitance (F),Electricity: Band Gap (eV),Electricity: Electron Mobility (cmÂ²/VÂ·s),Piezoelectricity: Piezoelectric Coefficient (m/V),Piezoelectricity: Electromechanical Coupling Coefficient,Piezoelectricity: Piezoelectric Strain Constant (m/V),Piezoelectricity: Piezoelectric Modulus (Pa),Piezoelectricity: Mechanical Quality Factor,Optics: Refractive Index,Optics: Optical Band Gap (eV),Optics: Transmittance (%),Optics: Absorption Coefficient (cm?»Â?,Optics: Abbe Number,Electrochemistry: Open Circuit Potential (V),Electrochemistry: Electrochemical Impedance (Î©),Electrochemistry: Charge Transfer Resistance (Î©),Electrochemistry: Exchange Current Density (A/mÂ²),Electrochemistry: Passivation Potential (V),Electrochemistry: Critical Pitting Temperature (Â°C),Electrochemistry: Corrosion Rate (mm/year),Electrochemistry: Corrosion Resistance Index,Electrochemistry: Corrosion Current Density (A/mÂ²),Others: DOI,Others: Reference,Others: Details,appendix_1,appendix_2(hardness+-deviation),appendix_3(Exp. Young modulus+-deviation),Unnamed: 82
AlCrNbTiV,,,C,25.0,,5.8,5.756965517,,other,BCC+Sec.,,,,,,,1550.0,1570.0,,270.6896552,,130.870268,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC + Im,,,,
AlCrNbTiV,ANNEAL,,C,25.0,,5.8,5.756965517,,other,BCC+Laves,,,,,,,1550.0,1570.0,,270.6896552,,130.870268,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,,,
AlCu0.2Li0.5MgZn0.5,,,,25.0,,2.7,2.743501824,,other,Other,,,,,,,,,,,,55.91035824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,Im,,,,
AlCu0.5Li0.5MgSn0.2,,,,25.0,,3.0,2.954533092,,other,Other,,,,,,,,,,,,53.23658334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,Im,,,,
AlCuFeNiTi,,,C,25.0,,6.1,6.105067309,,FCC,FCC,,,,,,516.0,1074.0,1617.0,,265.0819672,145.0,136.9184166,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC,,516,145,
AlCuFeNiTi,,,C,25.0,,6.105,6.105067309,,BCC,BCC,,,,,,516.0,1070.0,,,,146.0,136.9184166,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-3dtransitional,"{'Thermo-Calc TCHEA3 1000C': nan, 'FCC': 1.0, 'Cu-rich FCC': nan, 'BCC (FeCr-rich)': nan, 'BCC_B2 (NiAl-rich)': 73.0, 'Ni31Si12': nan, 'C14_Laves': 26.0, 'Sigma': nan, 'Cr3Si': nan, 'Mu phase': nan, 'M23C6': nan, 'M7C3': nan, 'Co2Si': nan, 'T6CuNiTi': nan, 'Graphite': nan}",,516,146,
AlCuNiTi,,,C,25.0,,5.7,5.739310967,,FCC,FCC,,,,,,537.0,300.0,536.0,,94.03508772,129.0,121.62318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC,,537,129,
AlCuNiTi,,,C,25.0,,5.745,5.739310967,,FCC,FCC,,,,,,537.0,300.0,,,,108.0,121.62318,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-3dtransitional,"{'Thermo-Calc TCHEA3 1000C': nan, 'FCC': 0.0, 'Cu-rich FCC': nan, 'BCC (FeCr-rich)': nan, 'BCC_B2 (NiAl-rich)': 100.0, 'Ni31Si12': nan, 'C14_Laves': nan, 'Sigma': nan, 'Cr3Si': nan, 'Mu phase': nan, 'M23C6': nan, 'M7C3': nan, 'Co2Si': nan, 'T6CuNiTi': nan, 'Graphite': nan}",,537,108,
AlFeNiTiVZr,,,,25.0,,5.9,5.851613812,,BCC,BCC,,,,,,800.0,,,,,,119.4237557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,,800,0,
AlLi0.5MgSn0.2Zn0.5,,,C,25.0,,2.9,2.899852368,,other,FCC+Sec.,,,,,,,546.0,546.0,,188.2758621,,52.66086888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC + Im,,,,
AlLiMg0.5ScTi1.5,,,,25.0,,2.7,2.670243532,,other,FCC+HCP,,,,,,591.0,,,,,,66.25382092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC + HCP,,591,0,
AlLiMgSnZn,,,C,25.0,,3.9,3.879406733,,other,FCC+HCP+Sec.,,,,,,,600.0,615.0,,157.6923077,,51.18581719,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC + HCP + Im,,,,
AlMo0.5NbTa0.5TiZr,,,,25.0,,7.1,7.147250402,,BCC,BCC,,,,,,,2000.0,,,,,118.2773132,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,,,,
AlMo0.5NbTa0.5TiZr,,,,800.0,,7.1,7.147250402,,BCC,BCC,,,,,,,1597.0,,,,,118.2773132,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,,,,
AlMo0.5NbTa0.5TiZr,,,,1000.0,,7.1,7.147250402,,BCC,BCC,,,,,,,745.0,,,,,118.2773132,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,Elongation>50,,,
AlMo0.5NbTa0.5TiZr,,,,1200.0,,7.1,7.147250402,,BCC,BCC,,,,,,,250.0,,,,,118.2773132,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,Elongation>50,,,
AlMo0.5NbTa0.5TiZr,,,C,25.0,,7.1,7.147250402,,BCC,BCC,,,,,,591.0,2000.0,2368.0,,333.5211268,,118.2773132,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,,591,0,
AlMo0.5NbTa0.5TiZr,OTHER,,C,25.0,,7.4,7.147250402,,BCC,BCC,,,,,,591.0,2000.0,2368.0,,320.0,,118.2773132,,,10.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,-,,590 - 592  ,,
AlMoNbTiV,,,C,25.0,,6.4,6.398950958,,BCC,BCC,,,,,,537.0,1375.0,,,,,146.8857027,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,,537,0,
AlMoNbTiV,CAST,,C,25.0,,6.4,6.398950958,,BCC,BCC,,,,,,537.0,1375.0,,,,150.0,146.8857027,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,537,150,
AlNb1.5Ta0.5Ti1.5Zr0.5,,,,25.0,,6.8,6.848966848,,BCC,BCC,,,,,,,1280.0,,,,,105.1027635,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,,,,
AlNb1.5Ta0.5Ti1.5Zr0.5,,,,800.0,,6.8,6.848966848,,BCC,BCC,,,,,,,728.0,,,,,105.1027635,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,Elongation>12 in data,,,
AlNb1.5Ta0.5Ti1.5Zr0.5,,,,1000.0,,6.8,6.848966848,,BCC,BCC,,,,,,,403.0,,,,,105.1027635,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,Elongation>50,,,
AlNb1.5Ta0.5Ti1.5Zr0.5,,,C,25.0,,6.8,6.848966848,,BCC,BCC,,,,,,408.0,1280.0,1367.0,,201.0294118,,105.1027635,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,,408,0,
AlNb1.5Ta0.5Ti1.5Zr0.5,OTHER,,C,25.0,,6.88,6.848966848,,BCC,BCC,,,,,,407.5,1280.0,,,,,105.1027635,,,3.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,407 - 408  ,,
AlNbTa0.5TiZr0.5,OTHER,,C,25.0,,7.1,6.920415866,,other,B2+Sec.,,,,,,,1350.0,,,,,103.795012,,,1.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,,,
AlNbTaTiV,,,C,25.0,,7.9,7.891870036,,BCC,BCC,,,,,,,993.0,,,,121.0,121.5333728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,,,121,
AlNbTiV,,,,25.0,,5.5,5.496265861,,BCC,BCC,,,,,,,1020.0,,,,,103.9545112,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,,,,
AlNbTiV,,,,600.0,,5.5,5.496265861,,BCC,BCC,,,,,,,810.0,,,,,103.9545112,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,,,,
AlNbTiV,,,,800.0,,5.5,5.496265861,,BCC,BCC,,,,,,,685.0,,,,,103.9545112,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,Elongation>50,,,
AlNbTiV,,,,1000.0,,5.5,5.496265861,,BCC,BCC,,,,,,,158.0,,,,,103.9545112,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,Elongation>50,,,
AlNbTiV,,,C,25.0,,5.5,5.496265861,,BCC,BCC,,,,,,448.0,1020.0,1318.0,,239.6363636,,103.9545112,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,,448,0,
AlNbTiV,,,C,25.0,,5.5,5.496265861,,BCC,BCC,,,,,,,1000.0,1280.0,,232.7272727,,103.9545112,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,BCC,,,0,
AlNbTiV,ANNEAL,,C,25.0,,5.59,5.496265861,,BCC,BCC,,,,,,443.5,1020.0,,,,,103.9545112,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,-,,428 - 459  ,,443.5
AlNbTiVZr,ANNEAL,,C,25.0,,5.79,5.759532031,,other,B2+Sec.+Laves,,,,,,,1500.0,,,,,94.58669392,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,-,,,,
AlNbTiVZr0.1,ANNEAL,,C,25.0,,5.53,5.53065689,,other,B2+Sec.,,,,,,,1290.0,,,,,102.730773,,,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,-,,,,
AlNbTiVZr0.25,ANNEAL,,C,25.0,,5.57,5.578067181,,other,B2+Sec.,,,,,,,1360.0,,,,,101.0437695,,,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,-,,,,
AlNbTiVZr0.5,CAST,,C,25.0,,5.641,5.647615782,,other,B2+Sec.+Laves,,,,,,,962.0,,,,,98.56901709,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,,,,,
AlNbTiVZr1.5,ANNEAL,,C,25.0,,5.87,5.845649763,,other,B2+Sec.+Laves,,,,,,,1540.0,,,,,91.52236107,,,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof.Yeh-RHEA,-,,,,
B0.006Co0.201Cr0.201Fe1Mn0.604,CAST,,,,,,7.8,,other,FCC+Sec.,,,,,,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.01.088,,,,282,,
B0.012Co0.202Cr0.202Fe1Mn0.607,CAST,,,,,,7.8,,other,FCC+Sec.,,,,,,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.01.088,,,,306,,
B0.035Co0.207Cr0.207Fe1Mn0.621,CAST,,,,,,7.7,,other,FCC+Sec.,,,,,,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.01.088,,,,452,,
C0.02Co1Cr1Fe1Mn1Ni1,WROUGHT,,T,25.0,,,8.0,,other,FCC+Sec.,,,,,,,446.0,723.0,,90.375,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1080/02670836.2017.1342367,,,,,,
C0.02Co1Cr1Fe1Mn1Ni1,WROUGHT,,T,25.0,,,8.0,,other,FCC+Sec.,,,,,,,581.0,857.0,,107.125,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1080/02670836.2017.1342367,,,,,,
C0.041Co1Cr1Fe1Mn1Nb0.041Ni1,WROUGHT,,T,25.0,,,8.0,,other,FCC+Sec.,,,,,,,732.0,911.0,,113.875,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2019.04.121,,,,,,
C0.053Co1Cr1Fe1Mn1Ni1,ANNEAL,,C,800.0,,,8.0,,other,FCC+Sec.,,,,,,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s40195-019-00916-0,,,,345,,
C0.053Co1Cr1Fe1Mn1Ni1,ANNEAL,,C,1000.0,,,8.0,,other,FCC+Sec.,,,,,,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s40195-019-00916-0,,,,285,,
C0.111Co1Cr1Fe1Ni1W0.111,POWDER,,,,,7.24,8.5,,FCC,FCC,,,,,,475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3390/coatings9010016,,,,475,,
C0.1Co1Cr1Fe1Mn1Ni1Ti0.1,POWDER,,C,25.0,,7.5,7.8,,other,FCC+Sec.,,,,,,457.0,1616.0,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.vacuum.2019.04.043,,,,457,,
C0.1Co1Cr1Fe1Mn1Ni1Ti0.1,POWDER,,C,25.0,,7.64,7.8,,other,FCC+Sec.,,,,,,461.0,1652.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.vacuum.2019.04.043,,,,461,,
C0.1Co1Cr1Fe1Mn1Ni1Ti0.1,POWDER,,C,25.0,,7.66,7.8,,other,FCC+Sec.,,,,,,428.0,1490.0,,,,,,,,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.vacuum.2019.04.043,,,,428,,
C0.1Co1Cr1Fe1Mn1Ni1Ti0.1,POWDER,,C,25.0,,7.69,7.8,,other,FCC+Sec.,,,,,,378.0,1194.0,,,,,,,,,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.vacuum.2019.04.043,,,,378,,
C0.1Hf0.5Mo0.5Nb1Ti1Zr1,CAST,,C,25.0,,,7.8,,other,BCC+Sec.,,,,,,,1183.0,2139.0,,274.2307692,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.intermet.2015.09.011,,,,,,
C0.2Mo1Nb1Re0.5Ta0.2W1,CAST,,C,25.0,,,13.5,,other,BCC+Sec.,,,,,,510.0,1074.0,,,,,,,,12.1,8.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2018.11.111,,,,510,,
C0.3Hf0.5Mo0.5Nb1Ti1Zr1,CAST,,C,25.0,,,7.7,,other,BCC+Sec.,,,,,,,1201.0,1965.0,,255.1948052,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.intermet.2015.09.011,,,,,,
C0.429Co1Cr1Fe1Ni1W0.429,POWDER,,,,,8.39,9.1,,FCC,FCC,,,,,,531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3390/coatings9010016,,,,531,,
C0.4Mo1Nb1Re0.5Ta0.4W1,CAST,,C,25.0,,,13.4,,other,BCC+Sec.,,,,,,558.0,1144.0,,,,,,,,12.7,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2018.11.111,,,,558,,
C0.5Co1Cr1Fe1Mn1Ni1,WROUGHT,,T,25.0,,,7.6,,FCC,FCC,,,,,,,520.9,791.0,,104.1315789,,,,,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.01.050,,,,,,
C0.5Mo1Nb1Re0.5Ta0.5W1,CAST,,C,25.0,,,13.3,,other,BCC+Sec.,,,,,,583.0,1202.0,,,,,,,,14.2,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2018.11.111,,,,583,,
C0.6Mo1Nb1Re0.5Ta0.6W1,CAST,,C,25.0,,,13.3,,other,BCC+Sec.,,,,,,615.0,1241.0,,,,,,,,13.8,9.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2018.11.111,,,,615,,
C1Co1Cr1Fe1Mn1Ni1,WROUGHT,,T,25.0,,,7.3,,FCC,FCC,,,,,,,643.8,888.0,,121.5890411,,,,,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.01.050,,,,,,
Co0.043Nb0.638Ni1Ta0.255Ti0.191,CAST,,,25.0,,,9.5,,other,,,,,,,815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1038/s41467-019-10533-1,,,,815,,
Co0.067Cu0.067Fe0.067Nb1Ni0.067,WROUGHT,,C,25.0,,,8.6,,other,FCC+Laves,,,,,,,1415.0,,,,,,,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1557/jmr.2019.36,,,,,,
Co0.086Cu0.086Fe0.086Nb1Ni0.086,WROUGHT,,C,25.0,,,8.6,,other,FCC+Laves,,,,,,,1703.0,,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1557/jmr.2019.36,,,,,,
Co0.133Cu0.133Fe0.133Nb1Ni0.133,WROUGHT,,C,25.0,,,8.6,,other,FCC+Laves,,,,,,,1635.0,,,,,,,,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1557/jmr.2019.36,,,,,,
Co0.139Cr0.446Cu0.99Ni1Si0.277,WROUGHT,,T,25.0,,,7.6,,other,,,,,,,142.5,777.0,810.0,,106.5789474,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.05.003,,,,142.5,,
Co0.139Cr0.446Cu0.99Ni1Si0.277,WROUGHT,,,,,,7.6,,other,,,,,,,147.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.05.003,,,,147.4,,
Co0.139Cr0.446Cu0.99Ni1Si0.277,WROUGHT,,,,,,7.6,,other,,,,,,,155.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.05.003,,,,155.2,,
Co0.25Cr0.25Fe1Mn1,CAST,,T,25.0,,,7.7,,FCC,FCC,,,,,,,213.0,471.0,,61.16883117,,212.0,,,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.138039,,,,,,
Co0.25Cr0.25Fe1Mn1,CAST,,T,25.0,,,7.7,,FCC,FCC,,,,,,,393.0,634.0,,82.33766234,,212.0,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.138039,,,,,,
Co0.25Cr0.25Fe1Mn1,WROUGHT,,T,25.0,,,7.7,,FCC,FCC,,,,,,,792.0,1055.0,,137.012987,,212.0,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.138039,,,,,,
Co0.25Cr0.25Fe1Mn1,WROUGHT,,T,25.0,,,7.7,,FCC,FCC,,,,,,,559.0,1004.0,,130.3896104,,212.0,,,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.138039,,,,,,
Co0.25Cr0.25Fe1Mn1,WROUGHT,,T,25.0,,,7.7,,FCC,FCC,,,,,,,512.0,978.0,,127.012987,,212.0,,,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.138039,,,,,,
Co0.25Cr0.25Fe1Mn1,WROUGHT,,T,25.0,,,7.7,,FCC,FCC,,,,,,,476.0,947.0,,122.987013,,212.0,,,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.138039,,,,,,
